sigla,iata,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio,Ano
9CP,,LA SALVACION,Paz de Ariporo,Casanare,Aeródromo,5.9988,-70.6316,ALCALDIA,ALCALDIA,2383.0,0.0,2000.0,384.0," 4807,000",2006-11-14,,1A,Fumigación,0.0,85,85250,2016
9CQ,,LOMA GRANDE - CA,Ayapel,Córdoba,Aeródromo,8.2937,-75.1176,O.V. OROZCO Y CIA. S.C.A.,EL MISMO,117.0,6.0,400.0,1280.0," 3341,000",2010-06-30,,UL,Fumigación,0.0,23,23068,2014
9CQ,,LOMA GRANDE - CA,Ayapel,Córdoba,Aeródromo,8.2937,-75.1176,O.V. OROZCO Y CIA. S.C.A.,EL MISMO,4.0,6.0,400.0,1280.0," 3341,000",2010-06-30,,UL,Público,0.0,23,23068,2015
9CQ,,LOMA GRANDE - CA,Ayapel,Córdoba,Aeródromo,8.2937,-75.1176,O.V. OROZCO Y CIA. S.C.A.,EL MISMO,2.0,2.0,400.0,1280.0," 3341,000",2010-06-30,,UL,Aerocivil,0.0,23,23068,2016
9CR,,EL CAPRICHO,Puerto Gaitán,Meta,Aeródromo,4.2018,-72.1632,JORGE E. SALAZAR B.,EL MISMO,141.0,26.0,4500.0,551.0,"  329,000",2013-02-07,2016-04-05,1A,Privado,2.0,50,50568,2014
9CR,,EL CAPRICHO,Puerto Gaitán,Meta,Aeródromo,4.2018,-72.1632,JORGE E. SALAZAR B.,EL MISMO,44.0,47.0,4500.0,551.0,"  329,000",2013-02-07,2016-04-05,1A,Privado,4.0,50,50568,2015
9CR,,EL CAPRICHO,Puerto Gaitán,Meta,Aeródromo,4.2018,-72.1632,JORGE E. SALAZAR B.,EL MISMO,13.0,48.0,4500.0,551.0,"  329,000",2013-02-07,2016-04-05,1A,Aerocivil,7.0,50,50568,2016
9CU,,COROCORA,Trinidad,Casanare,Aeródromo,5.3751,-70.969,DORA AVELLA VDA.DE PAN,PERENCO COLOMBIA LIMITED,13.0,2.0,5000.0,430.0," 1000,000",2012-03-01,,1A,Aerocivil,890.0,85,85430,2014
9CU,,COROCORA,Trinidad,Casanare,Aeródromo,5.3751,-70.969,DORA AVELLA VDA.DE PAN,PERENCO COLOMBIA LIMITED,5.0,2.0,5000.0,430.0," 1000,000",2012-03-01,,1A,Privado,698.0,85,85430,2015
9CU,,COROCORA,Trinidad,Casanare,Aeródromo,5.3751,-70.969,DORA AVELLA VDA.DE PAN,PERENCO COLOMBIA LIMITED,0.0,0.0,5000.0,430.0," 1000,000",2012-03-01,,1A,Fumigación,559.0,85,85430,2016
9CX,,SAN JUAN,Maní,Casanare,Aeródromo,4.8437,-72.3006,MARIA ILSE BERRIO,AGIL LTDA.,1327.0,20.0,2000.0,591.0," 1055,000",2014-02-28,2017-03-11,1A,Aerocivil,2.0,85,85139,2014
9CX,,SAN JUAN,Maní,Casanare,Aeródromo,4.8437,-72.3006,MARIA ILSE BERRIO,AGIL LTDA.,1769.0,30.0,2000.0,591.0," 1055,000",2014-02-28,2017-03-11,1A,Fumigación,2.0,85,85139,2015
9CX,,SAN JUAN,Maní,Casanare,Aeródromo,4.8437,-72.3006,MARIA ILSE BERRIO,AGIL LTDA.,2774.0,44.0,2000.0,591.0," 1055,000",2014-02-28,2017-03-11,1A,Aerocivil,2.0,85,85139,2016
9CY,,LA MEJOR,Restrepo,Meta,Aeródromo,4.1538,-73.3205,JOSE A. REINA P.,SADELL S.A.S.,1139.0,11.0,2000.0,844.0," 1125,000",2015-05-14,,1A,Fumigación,1.0,50,50606,2015
9CY,,LA MEJOR,Restrepo,Meta,Aeródromo,4.1538,-73.3205,JOSE A. REINA P.,SADELL S.A.S.,1590.0,14.0,2000.0,844.0," 1125,000",2015-05-14,,1A,Fumigación,1.0,50,50606,2016
9CZ,,GRISMANIA,Aguazul,Casanare,Aeródromo,4.989,-72.5099,LUZ MARINA VARGAS,SFA LTDA.,481.0,8.0,2000.0,669.0," 6670,000",2010-12-07,,1A,Privado,0.0,85,85010,2014
9CZ,,GRISMANIA,Aguazul,Casanare,Aeródromo,4.989,-72.5099,LUZ MARINA VARGAS,SFA LTDA.,393.0,4.0,2000.0,669.0," 6670,000",2010-12-07,,1A,Privado,0.0,85,85010,2015
9CZ,,GRISMANIA,Aguazul,Casanare,Aeródromo,4.989,-72.5099,LUZ MARINA VARGAS,SFA LTDA.,169.0,3.0,2000.0,669.0," 6670,000",2010-12-07,,1A,Público,0.0,85,85010,2016
9DA,,BALMORAL,Maní,Casanare,Aeródromo,4.8864,-72.3439,MELIDA OVALLE Y OTROS,AEROTEC LTDA.,904.0,9.0,2000.0,652.0,"  694,000",2015-03-31,2017-04-08,1A,Aerocivil,1.0,85,85139,2015
9DA,,BALMORAL,Maní,Casanare,Aeródromo,4.8864,-72.3439,MELIDA OVALLE Y OTROS,AEROTEC LTDA.,1313.0,9.0,2000.0,652.0,"  694,000",2015-03-31,2017-04-08,1A,Público,1.0,85,85139,2016
9DB,,PALMAS DE TUMACO  -CA,San Andrés de Tumaco,Nariño,Aeródromo,1.496,-78.765,PALMAS DE TUMACO S.A.,PALMAS DE TUMACO S.A.,418.0,11.0,500.0,136.0," 1897,000",2011-04-11,2014-06-08,UL,Privado,0.0,52,52835,2014
9DB,,PALMAS DE TUMACO  -CA,San Andrés de Tumaco,Nariño,Aeródromo,1.496,-78.765,PALMAS DE TUMACO S.A.,PALMAS DE TUMACO S.A.,575.0,19.0,500.0,136.0," 1897,000",2011-04-11,2014-06-08,UL,Público,0.0,52,52835,2015
9DB,,PALMAS DE TUMACO  -CA,San Andrés de Tumaco,Nariño,Aeródromo,1.496,-78.765,PALMAS DE TUMACO S.A.,PALMAS DE TUMACO S.A.,950.0,22.0,500.0,136.0," 1897,000",2011-04-11,2014-06-08,UL,Fumigación,0.0,52,52835,2016
9DC,,INGENIO LA CARMELITA,Riofrío,Valle del Cauca,Aeródromo,4.0727,-76.316,SOCIEDAD GARRIDO,ING. LA CARMELITA,153.0,8.0,500.0,3087.0," 2961,000",2013-06-20,2015-08-05,1A,Aerocivil,0.0,76,76616,2014
9DC,,INGENIO LA CARMELITA,Riofrío,Valle del Cauca,Aeródromo,4.0727,-76.316,SOCIEDAD GARRIDO,ING. LA CARMELITA,89.0,3.0,500.0,3087.0," 2961,000",2013-06-20,2015-08-05,1A,Fumigación,0.0,76,76616,2015
9DC,,INGENIO LA CARMELITA,Riofrío,Valle del Cauca,Aeródromo,4.0727,-76.316,SOCIEDAD GARRIDO,ING. LA CARMELITA,66.0,0.0,500.0,3087.0," 2961,000",2013-06-20,2015-08-05,1A,Aerocivil,0.0,76,76616,2016
9DE,,LUNA PARK,La Primavera,Vichada,Aeródromo,5.128,-70.4931,DAVID ALFONSO MATTOS L.,DAVID ALFONSO MATTOS,2080.0,12.0,12000.0,410.0," 1056,000",2014-02-28,2017-03-06,1A,Privado,97.0,99,99524,2014
9DE,,LUNA PARK,La Primavera,Vichada,Aeródromo,5.128,-70.4931,DAVID ALFONSO MATTOS L.,DAVID ALFONSO MATTOS,3472.0,1.0,12000.0,410.0," 1056,000",2014-02-28,2017-03-06,1A,Público,97.0,99,99524,2015
9DE,,LUNA PARK,La Primavera,Vichada,Aeródromo,5.128,-70.4931,DAVID ALFONSO MATTOS L.,DAVID ALFONSO MATTOS,6604.0,1.0,12000.0,410.0," 1056,000",2014-02-28,2017-03-06,1A,Fumigación,97.0,99,99524,2016
9DG,,EL LAGO - CA,Piedras,Tolima,Aeródromo,4.5575,-74.9003,BERNEY RODRIGUEZ,OSMANI RODRIGUEZ CARDOZO,357.0,2.0,500.0,1050.0," 6744,000",2010-12-13,,UL,Aerocivil,0.0,73,73547,2014
9DG,,EL LAGO - CA,Piedras,Tolima,Aeródromo,4.5575,-74.9003,BERNEY RODRIGUEZ,OSMANI RODRIGUEZ CARDOZO,669.0,1.0,500.0,1050.0," 6744,000",2010-12-13,,UL,Privado,0.0,73,73547,2015
9DG,,EL LAGO - CA,Piedras,Tolima,Aeródromo,4.5575,-74.9003,BERNEY RODRIGUEZ,OSMANI RODRIGUEZ CARDOZO,784.0,0.0,500.0,1050.0," 6744,000",2010-12-13,,UL,Privado,0.0,73,73547,2016
9DH,,HACIENDA LA JOYA,Córdoba,Bolívar,Aeródromo,9.6179,-74.8367,TRIPENTA S.A.,AGROTEMPO LTDA.,89.0,12.0,2000.0,82.0,"    9,000",2013-01-03,2016-01-09,1A,Privado,0.0,13,13212,2014
9DH,,HACIENDA LA JOYA,Córdoba,Bolívar,Aeródromo,9.6179,-74.8367,TRIPENTA S.A.,AGROTEMPO LTDA.,42.0,23.0,2000.0,82.0,"    9,000",2013-01-03,2016-01-09,1A,Fumigación,0.0,13,13212,2015
9DH,,HACIENDA LA JOYA,Córdoba,Bolívar,Aeródromo,9.6179,-74.8367,TRIPENTA S.A.,AGROTEMPO LTDA.,12.0,32.0,2000.0,82.0,"    9,000",2013-01-03,2016-01-09,1A,Privado,0.0,13,13212,2016
9DI,,SAN FELIPE,San Felipe,Guainía,Aeródromo,1.915,-67.0776,GOBERNACION,GOBERNACION,1164.0,31.0,25000.0,312.0,"  545,000",2008-02-13,,1A,Privado,60.0,94,94883,2014
9DI,,SAN FELIPE,San Felipe,Guainía,Aeródromo,1.915,-67.0776,GOBERNACION,GOBERNACION,2101.0,39.0,25000.0,312.0,"  545,000",2008-02-13,,1A,Fumigación,38.0,94,94883,2015
9DI,,SAN FELIPE,San Felipe,Guainía,Aeródromo,1.915,-67.0776,GOBERNACION,GOBERNACION,3701.0,59.0,25000.0,312.0,"  545,000",2008-02-13,,1A,Aerocivil,7.0,94,94883,2016
9DJ,,LA PAULINA,La Paz,Cesar,Aeródromo,9.9129,-73.4795,AMA LTDA.,AMA LTDA.,1387.0,27.0,2000.0,210.0," 3939,000",2014-07-25,,1A,Privado,0.0,20,20621,2014
9DJ,,LA PAULINA,La Paz,Cesar,Aeródromo,9.9129,-73.4795,AMA LTDA.,AMA LTDA.,1891.0,40.0,2000.0,210.0," 3939,000",2014-07-25,,1A,Público,0.0,20,20621,2015
9DJ,,LA PAULINA,La Paz,Cesar,Aeródromo,9.9129,-73.4795,AMA LTDA.,AMA LTDA.,3729.0,45.0,2000.0,210.0," 3939,000",2014-07-25,,1A,Público,0.0,20,20621,2016
9DK,,EL VATICANO,Paratebueno,Cundinamarca,Aeródromo,4.287,-73.1876,ROMULO PINEDA GARCIA,HELICE LTDA.,790.0,12.0,2000.0,738.0,"  999,000",2015-05-05,2018-06-02,1A,Fumigación,0.0,25,25530,2015
9DK,,EL VATICANO,Paratebueno,Cundinamarca,Aeródromo,4.287,-73.1876,ROMULO PINEDA GARCIA,HELICE LTDA.,68.0,20.0,2000.0,738.0,"  999,000",2015-05-05,2018-06-02,1A,Privado,0.0,25,25530,2016
9DL,,LA PASTORA,Arauca,Arauca,Aeródromo,6.798,-70.9777,SAO E.U,SAO E.U.,1128.0,17.0,2000.0,600.0," 2139,000",2013-05-16,,1A,Fumigación,0.0,81,81001,2014
9DL,,LA PASTORA,Arauca,Arauca,Aeródromo,6.798,-70.9777,SAO E.U,SAO E.U.,2134.0,34.0,2000.0,600.0," 2139,000",2013-05-16,,1A,Aerocivil,0.0,81,81001,2015
9DL,,LA PASTORA,Arauca,Arauca,Aeródromo,6.798,-70.9777,SAO E.U,SAO E.U.,3135.0,47.0,2000.0,600.0," 2139,000",2013-05-16,,1A,Privado,0.0,81,81001,2016
9DM,,LA VEREMOS,San Luis de Palenque,Casanare,Aeródromo,5.338,-71.6004,ALVARO PEREZ,HELICE LTDA.,767.0,27.0,2000.0,574.0,"  119,000",2015-01-21,2018-03-09,1A,Aerocivil,0.0,85,85325,2015
9DM,,LA VEREMOS,San Luis de Palenque,Casanare,Aeródromo,5.338,-71.6004,ALVARO PEREZ,HELICE LTDA.,737.0,27.0,2000.0,574.0,"  119,000",2015-01-21,2018-03-09,1A,Fumigación,0.0,85,85325,2016
9DN,,SAN FRANCISCO,Puerto Gaitán,Meta,Aeródromo,4.26,-71.9146,PROYECTOS LA FAZENDA,AGROPECUARIA ALIAR S.A.,585.0,10.0,5000.0,712.0," 5521,000",2014-11-11,2017-11-12,2A,Aerocivil,3.0,50,50568,2014
9DN,,SAN FRANCISCO,Puerto Gaitán,Meta,Aeródromo,4.26,-71.9146,PROYECTOS LA FAZENDA,AGROPECUARIA ALIAR S.A.,582.0,9.0,5000.0,712.0," 5521,000",2014-11-11,2017-11-12,2A,Aerocivil,3.0,50,50568,2015
9DN,,SAN FRANCISCO,Puerto Gaitán,Meta,Aeródromo,4.26,-71.9146,PROYECTOS LA FAZENDA,AGROPECUARIA ALIAR S.A.,527.0,4.0,5000.0,712.0," 5521,000",2014-11-11,2017-11-12,2A,Fumigación,3.0,50,50568,2016
9DO,,TALANQUERA,Puerto López,Meta,Aeródromo,4.141,-73.032,FERNANDO TOVAR TAMAYO,COMERCIALIZADORA ECO,37.0,7.0,2000.0,179.0," 6016,000",2012-10-23,,1A,Fumigación,0.0,50,50573,2014
9DO,,TALANQUERA,Puerto López,Meta,Aeródromo,4.141,-73.032,FERNANDO TOVAR TAMAYO,COMERCIALIZADORA ECO,28.0,2.0,2000.0,179.0," 6016,000",2012-10-23,,1A,Aerocivil,0.0,50,50573,2015
9DO,,TALANQUERA,Puerto López,Meta,Aeródromo,4.141,-73.032,FERNANDO TOVAR TAMAYO,COMERCIALIZADORA ECO,4.0,1.0,2000.0,179.0," 6016,000",2012-10-23,,1A,Público,0.0,50,50573,2016
9LD,,LA LUCHA,Ciénaga,Magdalena,Aeródromo,10.97,-74.1833,FUMIGARAY S.A.,FUMIGARAY S.A.,384.0,19.0,3600.0,567.0," 5967,000",2014-12-15,,1A,Aerocivil,0.0,47,47189,2014
9LD,,LA LUCHA,Ciénaga,Magdalena,Aeródromo,10.97,-74.1833,FUMIGARAY S.A.,FUMIGARAY S.A.,110.0,29.0,3600.0,567.0," 5967,000",2014-12-15,,1A,Fumigación,0.0,47,47189,2015
9LD,,LA LUCHA,Ciénaga,Magdalena,Aeródromo,10.97,-74.1833,FUMIGARAY S.A.,FUMIGARAY S.A.,85.0,30.0,3600.0,567.0," 5967,000",2014-12-15,,1A,Público,0.0,47,47189,2016
9LG,,VILLA GEORGINA,Tauramena,Casanare,Aeródromo,4.3625,-74.3214,SANTIAGO PULIDO NIÑO,COMERCIALIZAD. ECO,238.0,14.0,2000.0,594.0,,2012-10-16,,1A,Aerocivil,0.0,85,85410,2014
9LG,,VILLA GEORGINA,Tauramena,Casanare,Aeródromo,4.3625,-74.3214,SANTIAGO PULIDO NIÑO,COMERCIALIZAD. ECO,60.0,14.0,2000.0,594.0,,2012-10-16,,1A,Público,0.0,85,85410,2015
9LG,,VILLA GEORGINA,Tauramena,Casanare,Aeródromo,4.3625,-74.3214,SANTIAGO PULIDO NIÑO,COMERCIALIZAD. ECO,0.0,27.0,2000.0,594.0,,2012-10-16,,1A,Privado,0.0,85,85410,2016
9LH,,INGENIO PICHICHI,Guacarí,Valle del Cauca,Aeródromo,3.5347,-76.1653,INGENIO PICHICHI S.A.,INGENIO PICHICHI,437.0,10.0,500.0,3215.0," 2951,000",2013-06-20,2015-08-05,1A,Público,0.0,76,76318,2014
9LH,,INGENIO PICHICHI,Guacarí,Valle del Cauca,Aeródromo,3.5347,-76.1653,INGENIO PICHICHI S.A.,INGENIO PICHICHI,572.0,13.0,500.0,3215.0," 2951,000",2013-06-20,2015-08-05,1A,Público,0.0,76,76318,2015
9LH,,INGENIO PICHICHI,Guacarí,Valle del Cauca,Aeródromo,3.5347,-76.1653,INGENIO PICHICHI S.A.,INGENIO PICHICHI,1123.0,22.0,500.0,3215.0," 2951,000",2013-06-20,2015-08-05,1A,Aerocivil,0.0,76,76318,2016
9LI,,SAN SEBASTIAN,Cabuyaro,Meta,Aeródromo,4.3356,-72.7803,NELLY ZARATE,AEROTEC LTDA.,1401.0,19.0,2000.0,680.0," 4738,000",2012-08-20,,1A,Fumigación,3.0,50,50124,2014
9LI,,SAN SEBASTIAN,Cabuyaro,Meta,Aeródromo,4.3356,-72.7803,NELLY ZARATE,AEROTEC LTDA.,1598.0,35.0,2000.0,680.0," 4738,000",2012-08-20,,1A,Privado,0.0,50,50124,2015
9LI,,SAN SEBASTIAN,Cabuyaro,Meta,Aeródromo,4.3356,-72.7803,NELLY ZARATE,AEROTEC LTDA.,2808.0,44.0,2000.0,680.0," 4738,000",2012-08-20,,1A,Privado,0.0,50,50124,2016
9LJ,,EL COROZO,Arauca,Arauca,Aeródromo,6.9136,-70.8562,NEBIO ECHEVERRY,FUMIVILLA,860.0,11.0,2000.0,416.0," 2141,000",2013-05-16,,1A,Privado,0.0,81,81001,2014
9LJ,,EL COROZO,Arauca,Arauca,Aeródromo,6.9136,-70.8562,NEBIO ECHEVERRY,FUMIVILLA,1692.0,13.0,2000.0,416.0," 2141,000",2013-05-16,,1A,Público,0.0,81,81001,2015
9LJ,,EL COROZO,Arauca,Arauca,Aeródromo,6.9136,-70.8562,NEBIO ECHEVERRY,FUMIVILLA,2929.0,20.0,2000.0,416.0," 2141,000",2013-05-16,,1A,Privado,0.0,81,81001,2016
9LK,,HATO VIEJO,Arauca,Arauca,Aeródromo,6.8964,-70.7791,COMERCIALIZADORA EL PROVEEDOR LTDA.,FUMIVILLA,1457.0,2.0,2000.0,416.0," 2141,000",2013-05-16,,1A,Público,0.0,81,81001,2014
9LK,,HATO VIEJO,Arauca,Arauca,Aeródromo,6.8964,-70.7791,COMERCIALIZADORA EL PROVEEDOR LTDA.,FUMIVILLA,2802.0,1.0,2000.0,416.0," 2141,000",2013-05-16,,1A,Privado,0.0,81,81001,2015
9LK,,HATO VIEJO,Arauca,Arauca,Aeródromo,6.8964,-70.7791,COMERCIALIZADORA EL PROVEEDOR LTDA.,FUMIVILLA,5282.0,0.0,2000.0,416.0," 2141,000",2013-05-16,,1A,Privado,0.0,81,81001,2016
9LL,,CIENFUEGOS,Paz de Ariporo,Casanare,Aeródromo,5.5831,-71.7289,JAIRO GRANADOS CEIJA,SAO E.U.,39.0,1.0,2000.0,574.0," 1315,000",2014-03-13,,1A,Privado,0.0,85,85250,2014
9LL,,CIENFUEGOS,Paz de Ariporo,Casanare,Aeródromo,5.5831,-71.7289,JAIRO GRANADOS CEIJA,SAO E.U.,16.0,1.0,2000.0,574.0," 1315,000",2014-03-13,,1A,Fumigación,0.0,85,85250,2015
9LL,,CIENFUEGOS,Paz de Ariporo,Casanare,Aeródromo,5.5831,-71.7289,JAIRO GRANADOS CEIJA,SAO E.U.,15.0,0.0,2000.0,574.0," 1315,000",2014-03-13,,1A,Privado,0.0,85,85250,2016
9LN,,GUADUALITO,Nunchía,Casanare,Aeródromo,5.4593,-71.912,CUPERTINO CUEVAS D.,SANAR S.A.,453.0,16.0,3000.0,639.0," 4943,000",2012-09-06,,1A,Privado,0.0,85,85225,2014
9LN,,GUADUALITO,Nunchía,Casanare,Aeródromo,5.4593,-71.912,CUPERTINO CUEVAS D.,SANAR S.A.,419.0,19.0,3000.0,639.0," 4943,000",2012-09-06,,1A,Aerocivil,0.0,85,85225,2015
9LN,,GUADUALITO,Nunchía,Casanare,Aeródromo,5.4593,-71.912,CUPERTINO CUEVAS D.,SANAR S.A.,173.0,25.0,3000.0,639.0," 4943,000",2012-09-06,,1A,Aerocivil,0.0,85,85225,2016
9LP,,LA REDENCION,Pore,Casanare,Aeródromo,5.6618,-71.8088,MARIA DEL S. MONTOYA,FRANCISCO H. MARTINEZ,1205.0,20.0,2000.0,636.0," 3053,000",2013-06-26,,1A,Aerocivil,0.0,85,85263,2014
9LP,,LA REDENCION,Pore,Casanare,Aeródromo,5.6618,-71.8088,MARIA DEL S. MONTOYA,FRANCISCO H. MARTINEZ,2409.0,27.0,2000.0,636.0," 3053,000",2013-06-26,,1A,Fumigación,0.0,85,85263,2015
9LP,,LA REDENCION,Pore,Casanare,Aeródromo,5.6618,-71.8088,MARIA DEL S. MONTOYA,FRANCISCO H. MARTINEZ,3695.0,52.0,2000.0,636.0," 3053,000",2013-06-26,,1A,Fumigación,0.0,85,85263,2016
9LQ,,LA PONDEROSA,Puerto Gaitán,Meta,Aeródromo,4.6316,-71.2141,MONICA COLOMBIA LTDA.,MONICA COLOMBIA LTDA,671.0,14.0,3000.0,537.0," 5243,000",2012-09-19,,2A,Aerocivil,12.0,50,50568,2014
9LQ,,LA PONDEROSA,Puerto Gaitán,Meta,Aeródromo,4.6316,-71.2141,MONICA COLOMBIA LTDA.,MONICA COLOMBIA LTDA,212.0,2.0,3000.0,537.0," 5243,000",2012-09-19,,2A,Privado,0.0,50,50568,2015
9LQ,,LA PONDEROSA,Puerto Gaitán,Meta,Aeródromo,4.6316,-71.2141,MONICA COLOMBIA LTDA.,MONICA COLOMBIA LTDA,47.0,0.0,3000.0,537.0," 5243,000",2012-09-19,,2A,Público,0.0,50,50568,2016
9LR,,LOS REMANSOS,Cimitarra,Santander,Aeródromo,6.5729,-74.2195,NELLY VALENCIA,AEROPENORT LTDA.,406.0,8.0,3000.0,357.0," 4373,000",2009-08-21,2012-10-08,1A,Público,0.0,68,68190,2014
9LR,,LOS REMANSOS,Cimitarra,Santander,Aeródromo,6.5729,-74.2195,NELLY VALENCIA,AEROPENORT LTDA.,119.0,4.0,3000.0,357.0," 4373,000",2009-08-21,2012-10-08,1A,Fumigación,0.0,68,68190,2015
9LR,,LOS REMANSOS,Cimitarra,Santander,Aeródromo,6.5729,-74.2195,NELLY VALENCIA,AEROPENORT LTDA.,107.0,0.0,3000.0,357.0," 4373,000",2009-08-21,2012-10-08,1A,Público,0.0,68,68190,2016
9LS,,SAN LUIS,La Esperanza,Norte de Santander,Aeródromo,7.6382,-73.4381,CRIAGAN S.A.,AEROPENORT LTDA.,759.0,12.0,2000.0,308.0," 7389,000",2012-12-28,2016-02-12,1A,Público,0.0,54,54385,2014
9LS,,SAN LUIS,La Esperanza,Norte de Santander,Aeródromo,7.6382,-73.4381,CRIAGAN S.A.,AEROPENORT LTDA.,684.0,13.0,2000.0,308.0," 7389,000",2012-12-28,2016-02-12,1A,Aerocivil,0.0,54,54385,2015
9LS,,SAN LUIS,La Esperanza,Norte de Santander,Aeródromo,7.6382,-73.4381,CRIAGAN S.A.,AEROPENORT LTDA.,562.0,20.0,2000.0,308.0," 7389,000",2012-12-28,2016-02-12,1A,Aerocivil,0.0,54,54385,2016
9LT,,LOS GAVANES (LA MATA),Arauca,Arauca,Aeródromo,7.0093,-70.7743,FUMIGAR,FUMIVILLA,729.0,18.0,3000.0,416.0," 2141,000",2013-05-16,,1A,Público,0.0,81,81001,2014
9LT,,LOS GAVANES (LA MATA),Arauca,Arauca,Aeródromo,7.0093,-70.7743,FUMIGAR,FUMIVILLA,422.0,34.0,3000.0,416.0," 2141,000",2013-05-16,,1A,Aerocivil,0.0,81,81001,2015
9LT,,LOS GAVANES (LA MATA),Arauca,Arauca,Aeródromo,7.0093,-70.7743,FUMIGAR,FUMIVILLA,89.0,61.0,3000.0,416.0," 2141,000",2013-05-16,,1A,Fumigación,0.0,81,81001,2016
9LU,,EL RODEO,Tauramena,Casanare,Aeródromo,4.5772,-72.6914,JEREMIAS VACA RIAÑO,ASAM LTDA.,1402.0,3.0,2000.0,746.0," 6069,000",2012-10-25,,1A,Aerocivil,0.0,85,85410,2014
9LU,,EL RODEO,Tauramena,Casanare,Aeródromo,4.5772,-72.6914,JEREMIAS VACA RIAÑO,ASAM LTDA.,2100.0,3.0,2000.0,746.0," 6069,000",2012-10-25,,1A,Público,0.0,85,85410,2015
9LU,,EL RODEO,Tauramena,Casanare,Aeródromo,4.5772,-72.6914,JEREMIAS VACA RIAÑO,ASAM LTDA.,3940.0,1.0,2000.0,746.0," 6069,000",2012-10-25,,1A,Público,0.0,85,85410,2016
9LW,,EL PALMAR,Nunchía,Casanare,Aeródromo,5.396,-71.9116,MAURICIO MEDINA NIÑO,FIBA S.A.,962.0,17.0,3000.0,629.0,"  472,000",2013-02-13,,1A,Privado,8.0,85,85225,2014
9LW,,EL PALMAR,Nunchía,Casanare,Aeródromo,5.396,-71.9116,MAURICIO MEDINA NIÑO,FIBA S.A.,1451.0,30.0,3000.0,629.0,"  472,000",2013-02-13,,1A,Público,12.0,85,85225,2015
9LW,,EL PALMAR,Nunchía,Casanare,Aeródromo,5.396,-71.9116,MAURICIO MEDINA NIÑO,FIBA S.A.,1851.0,58.0,3000.0,629.0,"  472,000",2013-02-13,,1A,Privado,19.0,85,85225,2016
9LX,,LA GAITANA,Cabuyaro,Meta,Aeródromo,4.2253,-73.0298,P.VICENTE PERALES,FACOL LTDA.,737.0,18.0,4500.0,627.0," 1844,000",2013-04-26,,1A,Público,0.0,50,50124,2014
9LX,,LA GAITANA,Cabuyaro,Meta,Aeródromo,4.2253,-73.0298,P.VICENTE PERALES,FACOL LTDA.,52.0,35.0,4500.0,627.0," 1844,000",2013-04-26,,1A,Privado,0.0,50,50124,2015
9LX,,LA GAITANA,Cabuyaro,Meta,Aeródromo,4.2253,-73.0298,P.VICENTE PERALES,FACOL LTDA.,1.0,40.0,4500.0,627.0," 1844,000",2013-04-26,,1A,Fumigación,0.0,50,50124,2016
9LY,,SAN ISIDRO II,Cumaral,Meta,Aeródromo,4.1585,-73.3408,MARIA A PACHE OCHOA,MARIA A. PACHECO O.,726.0,12.0,2000.0,175.0," 4730,000",2013-09-06,,1A,Fumigación,0.0,50,50226,2014
9LY,,SAN ISIDRO II,Cumaral,Meta,Aeródromo,4.1585,-73.3408,MARIA A PACHE OCHOA,MARIA A. PACHECO O.,256.0,15.0,2000.0,175.0," 4730,000",2013-09-06,,1A,Privado,0.0,50,50226,2015
9LY,,SAN ISIDRO II,Cumaral,Meta,Aeródromo,4.1585,-73.3408,MARIA A PACHE OCHOA,MARIA A. PACHECO O.,76.0,22.0,2000.0,175.0," 4730,000",2013-09-06,,1A,Aerocivil,0.0,50,50226,2016
9LZ,,GABRIELAS,Jamundí,Valle del Cauca,Aeródromo,3.1797,-76.5507,HAROLD BENAVIDEZ,FIBA S.A.,55.0,22.0,3000.0,3215.0," 1129,000",2015-05-14,2018-07-06,1A,Aerocivil,0.0,76,76364,2015
9LZ,,GABRIELAS,Jamundí,Valle del Cauca,Aeródromo,3.1797,-76.5507,HAROLD BENAVIDEZ,FIBA S.A.,46.0,36.0,3000.0,3215.0," 1129,000",2015-05-14,2018-07-06,1A,Privado,0.0,76,76364,2016
9MA,,EL DELIRIO,Arauca,Arauca,Aeródromo,6.9831,-70.882,CARMEN A. CABEZAS PEREZ,FUMIVILLA,1158.0,3.0,3000.0,430.0," 5180,000",2011-09-20,2014-10-11,1A,Privado,0.0,81,81001,2014
9MA,,EL DELIRIO,Arauca,Arauca,Aeródromo,6.9831,-70.882,CARMEN A. CABEZAS PEREZ,FUMIVILLA,1544.0,0.0,3000.0,430.0," 5180,000",2011-09-20,2014-10-11,1A,Privado,0.0,81,81001,2015
9MA,,EL DELIRIO,Arauca,Arauca,Aeródromo,6.9831,-70.882,CARMEN A. CABEZAS PEREZ,FUMIVILLA,2474.0,0.0,3000.0,430.0," 5180,000",2011-09-20,2014-10-11,1A,Fumigación,0.0,81,81001,2016
9MB,,EL TRIANGULO,Fundación,Magdalena,Aeródromo,10.318,-74.0252,GANADERIA EL TRIANGULO,GANADERIA EL TRIANGULO,816.0,23.0,2000.0,196.0,"  172,000",2015-01-27,,1A,Aerocivil,0.0,47,47288,2015
