SupplierTransactionID,SupplierID,TransactionTypeID,PurchaseOrderID,PaymentMethodID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
77345,4,5,525,4,4130,2013-11-12,371052.00,55657.80,426709.80,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
77348,7,5,526,4,1129,2013-11-12,74650.40,11197.56,85847.96,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
77568,4,5,527,4,7510,2013-11-13,372792.00,55918.80,428710.80,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
77571,7,5,528,4,6642,2013-11-13,76032.40,11404.86,87437.26,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
77992,4,5,529,4,3204,2013-11-14,373218.00,55982.70,429200.70,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
77995,7,5,530,4,8656,2013-11-14,77019.60,11552.94,88572.54,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
78262,4,5,531,4,7471,2013-11-15,372822.00,55923.30,428745.30,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
78265,7,5,532,4,7948,2013-11-15,76679.60,11501.94,88181.54,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
78792,4,5,533,4,672,2013-11-18,376830.00,56524.50,433354.50,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
78795,7,5,534,4,6180,2013-11-18,78626.40,11793.96,90420.36,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
78799,4,5,535,4,8369,2013-11-18,1128.00,169.20,1297.20,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
78800,4,7,NULL,4,NULL,2013-11-18,0.00,0.00,-2148018.30,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
78801,7,7,NULL,4,NULL,2013-11-18,0.00,0.00,-440459.66,0.00,2013-11-18,1,5,2013-11-18 09:00:00.0000000
79204,4,5,536,4,1610,2013-11-19,381300.00,57195.00,438495.00,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
79207,7,5,537,4,1838,2013-11-19,79366.80,11905.02,91271.82,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
79541,4,5,538,4,8882,2013-11-20,384516.00,57677.40,442193.40,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
79544,7,5,539,4,4407,2013-11-20,83512.80,12526.92,96039.72,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
79924,4,5,540,4,3000,2013-11-21,387810.00,58171.50,445981.50,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
79927,7,5,541,4,3902,2013-11-21,85816.00,12872.40,98688.40,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
80343,4,5,542,4,5413,2013-11-22,390186.00,58527.90,448713.90,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
80346,7,5,543,4,8229,2013-11-22,86759.20,13013.88,99773.08,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
80623,4,5,544,4,3479,2013-11-25,392220.00,58833.00,451053.00,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
80626,7,5,545,4,9339,2013-11-25,86726.40,13008.96,99735.36,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
80628,4,5,546,4,9131,2013-11-25,252.00,37.80,289.80,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
80629,4,7,NULL,4,NULL,2013-11-25,0.00,0.00,-2226726.60,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
80630,7,7,NULL,4,NULL,2013-11-25,0.00,0.00,-485508.38,0.00,2013-11-25,1,10,2013-11-25 09:00:00.0000000
80950,4,5,547,4,8674,2013-11-26,391332.00,58699.80,450031.80,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
80953,7,5,548,4,9031,2013-11-26,86276.80,12941.52,99218.32,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
81378,4,5,549,4,4103,2013-11-27,392172.00,58825.80,450997.80,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
81381,7,5,550,4,9946,2013-11-27,88223.60,13233.54,101457.14,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
81583,4,5,551,4,49,2013-11-28,391524.00,58728.60,450252.60,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
81586,7,5,552,4,731,2013-11-28,89166.80,13375.02,102541.82,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
81986,4,5,553,4,6554,2013-11-29,393270.00,58990.50,452260.50,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
81989,7,5,554,4,2103,2013-11-29,89770.00,13465.50,103235.50,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
82366,4,5,555,4,5425,2013-12-02,394446.00,59166.90,453612.90,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
82369,7,5,556,4,1082,2013-12-02,91053.20,13657.98,104711.18,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
82371,4,5,557,4,886,2013-12-02,168.00,25.20,193.20,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
82372,4,7,NULL,4,NULL,2013-12-02,0.00,0.00,-2257348.80,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
82373,7,7,NULL,4,NULL,2013-12-02,0.00,0.00,-511163.96,0.00,2013-12-02,1,16,2013-12-02 09:00:00.0000000
82734,4,5,558,4,341,2013-12-03,399294.00,59894.10,459188.10,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
82737,7,5,559,4,8807,2013-12-03,92599.60,13889.94,106489.54,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
83180,4,5,560,4,4098,2013-12-04,400392.00,60058.80,460450.80,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
83183,7,5,561,4,6485,2013-12-04,94009.20,14101.38,108110.58,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
83481,4,5,562,4,9910,2013-12-05,402192.00,60328.80,462520.80,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
83484,7,5,563,4,3816,2013-12-05,95144.40,14271.66,109416.06,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
83769,4,5,564,4,6124,2013-12-06,403152.00,60472.80,463624.80,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
83772,7,5,565,4,2688,2013-12-06,95413.20,14311.98,109725.18,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
84242,4,5,566,4,5680,2013-12-09,405636.00,60845.40,466481.40,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
84245,7,5,567,4,3312,2013-12-09,97036.40,14555.46,111591.86,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
84246,4,7,NULL,4,NULL,2013-12-09,0.00,0.00,-2312265.90,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
84247,7,7,NULL,4,NULL,2013-12-09,0.00,0.00,-545333.22,0.00,2013-12-09,1,12,2013-12-09 09:00:00.0000000
84605,4,5,568,4,9432,2013-12-10,407460.00,61119.00,468579.00,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
84608,7,5,569,4,7267,2013-12-10,97272.40,14590.86,111863.26,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
84821,4,5,570,4,9113,2013-12-11,406800.00,61020.00,467820.00,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
84824,7,5,571,4,5438,2013-12-11,96855.60,14528.34,111383.94,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85015,4,5,572,4,4772,2013-12-12,406836.00,61025.40,467861.40,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85018,7,5,573,4,183,2013-12-12,96822.80,14523.42,111346.22,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85187,4,5,574,4,4291,2013-12-13,408282.00,61242.30,469524.30,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85190,7,5,575,4,6192,2013-12-13,96406.00,14460.90,110866.90,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85554,4,5,576,4,9791,2013-12-16,407994.00,61199.10,469193.10,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85557,7,5,577,4,4335,2013-12-16,98336.40,14750.46,113086.86,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85559,4,5,578,4,7241,2013-12-16,900.00,135.00,1035.00,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85560,4,7,NULL,4,NULL,2013-12-16,0.00,0.00,-2344012.80,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85561,7,7,NULL,4,NULL,2013-12-16,0.00,0.00,-558547.18,0.00,2013-12-16,1,8,2013-12-16 09:00:00.0000000
85810,4,5,579,4,3777,2013-12-17,410286.00,61542.90,471828.90,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
85813,7,5,580,4,9049,2013-12-17,97502.80,14625.42,112128.22,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
86182,4,5,581,4,6690,2013-12-18,413298.00,61994.70,475292.70,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
86185,7,5,582,4,5720,2013-12-18,97777.20,14666.58,112443.78,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
86385,4,5,583,4,3036,2013-12-19,413682.00,62052.30,475734.30,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
86388,7,5,584,4,5010,2013-12-19,97360.40,14604.06,111964.46,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
86749,4,5,585,4,9799,2013-12-20,416436.00,62465.40,478901.40,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
86752,7,5,586,4,4202,2013-12-20,100168.40,15025.26,115193.66,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
87123,4,5,587,4,8577,2013-12-23,415692.00,62353.80,478045.80,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
87126,7,5,588,4,5075,2013-12-23,100322.00,15048.30,115370.30,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
87128,4,5,589,4,7883,2013-12-23,672.00,100.80,772.80,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
87130,7,5,590,4,4358,2013-12-23,340.00,51.00,391.00,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
87131,4,7,NULL,4,NULL,2013-12-23,0.00,0.00,-2380575.90,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
87132,7,7,NULL,4,NULL,2013-12-23,0.00,0.00,-567491.42,0.00,2013-12-23,1,10,2013-12-23 09:00:00.0000000
87420,4,5,591,4,125,2013-12-24,416664.00,62499.60,479163.60,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
87423,7,5,592,4,580,2013-12-24,102471.60,15370.74,117842.34,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
87792,4,5,593,4,6316,2013-12-25,419304.00,62895.60,482199.60,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
87795,7,5,594,4,1263,2013-12-25,102054.80,15308.22,117363.02,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
88119,4,5,595,4,460,2013-12-26,419808.00,62971.20,482779.20,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
88122,7,5,596,4,4298,2013-12-26,102702.00,15405.30,118107.30,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
88352,4,5,597,4,8445,2013-12-27,420402.00,63060.30,483462.30,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
88355,7,5,598,4,8770,2013-12-27,104835.20,15725.28,120560.48,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
88863,4,5,599,4,1360,2013-12-30,422610.00,63391.50,486001.50,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
88866,7,5,600,4,7516,2013-12-30,104610.40,15691.56,120301.96,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
88868,4,5,601,4,1965,2013-12-30,384.00,57.60,441.60,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
88869,4,7,NULL,4,NULL,2013-12-30,0.00,0.00,-2414047.80,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
88870,7,7,NULL,4,NULL,2013-12-30,0.00,0.00,-594175.10,0.00,2013-12-30,1,2,2013-12-30 09:00:00.0000000
89152,4,5,602,4,4981,2013-12-31,422070.00,63310.50,485380.50,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
89155,7,5,603,4,7299,2013-12-31,103776.80,15566.52,119343.32,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
89564,4,5,604,4,2732,2014-01-01,423120.00,63468.00,486588.00,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
89567,7,5,605,4,3713,2014-01-01,103360.00,15504.00,118864.00,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
90006,4,5,606,4,9730,2014-01-02,424728.00,63709.20,488437.20,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
90009,7,5,607,4,6232,2014-01-02,104232.00,15634.80,119866.80,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
90286,4,5,608,4,3258,2014-01-03,424212.00,63631.80,487843.80,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
90289,7,5,609,4,7340,2014-01-03,103815.20,15572.28,119387.48,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
90852,4,5,610,4,2296,2014-01-06,425934.00,63890.10,489824.10,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
90855,7,5,611,4,4652,2014-01-06,106332.40,15949.86,122282.26,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
90858,4,5,612,4,8304,2014-01-06,1260.00,189.00,1449.00,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
90859,4,7,NULL,4,NULL,2014-01-06,0.00,0.00,-2439522.60,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
90860,7,7,NULL,4,NULL,2014-01-06,0.00,0.00,-599743.86,0.00,2014-01-06,1,9,2014-01-06 09:00:00.0000000
91130,4,5,613,4,109,2014-01-07,427194.00,64079.10,491273.10,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
91133,7,5,614,4,1341,2014-01-07,105498.80,15824.82,121323.62,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
91407,4,5,615,4,2031,2014-01-08,428130.00,64219.50,492349.50,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
91410,7,5,616,4,2485,2014-01-08,106650.40,15997.56,122647.96,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
91622,4,5,617,4,3777,2014-01-09,427050.00,64057.50,491107.50,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
91625,7,5,618,4,9647,2014-01-09,107763.60,16164.54,123928.14,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
91815,4,5,619,4,5550,2014-01-10,427170.00,64075.50,491245.50,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
91818,7,5,620,4,5433,2014-01-10,109216.80,16382.52,125599.32,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
92434,4,5,621,4,7634,2014-01-13,430404.00,64560.60,494964.60,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
92437,7,5,622,4,6567,2014-01-13,108800.00,16320.00,125120.00,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
92439,4,5,623,4,9940,2014-01-13,840.00,126.00,966.00,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
92440,4,7,NULL,4,NULL,2014-01-13,0.00,0.00,-2461906.20,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
92441,7,7,NULL,4,NULL,2014-01-13,0.00,0.00,-618619.04,0.00,2014-01-13,1,7,2014-01-13 09:00:00.0000000
92724,4,5,624,4,9407,2014-01-14,431232.00,64684.80,495916.80,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
92727,7,5,625,4,9532,2014-01-14,108854.80,16328.22,125183.02,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
92925,4,5,626,4,3790,2014-01-15,431100.00,64665.00,495765.00,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
92928,7,5,627,4,2869,2014-01-15,109842.00,16476.30,126318.30,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
93392,4,5,628,4,5016,2014-01-16,432276.00,64841.40,497117.40,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
93395,7,5,629,4,7761,2014-01-16,113308.00,16996.20,130304.20,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
93742,4,5,630,4,30,2014-01-17,435240.00,65286.00,500526.00,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
93745,7,5,631,4,7469,2014-01-17,113044.80,16956.72,130001.52,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
94192,4,5,632,4,8574,2014-01-20,437484.00,65622.60,503106.60,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
94195,7,5,633,4,1618,2014-01-20,113478.00,17021.70,130499.70,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
94201,4,5,634,4,8269,2014-01-20,2406.00,360.90,2766.90,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
94204,7,5,635,4,7897,2014-01-20,1968.80,295.32,2264.12,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
94205,4,7,NULL,4,NULL,2014-01-20,0.00,0.00,-2495198.70,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
94206,7,7,NULL,4,NULL,2014-01-20,0.00,0.00,-644570.86,0.00,2014-01-20,1,13,2014-01-20 09:00:00.0000000
94500,4,5,636,4,8941,2014-01-21,442674.00,66401.10,509075.10,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
94503,7,5,637,4,735,2014-01-21,118117.60,17717.64,135835.24,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
94834,4,5,638,4,9060,2014-01-22,443550.00,66532.50,510082.50,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
94837,7,5,639,4,8264,2014-01-22,121122.80,18168.42,139291.22,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
95288,4,5,640,4,1894,2014-01-23,444102.00,66615.30,510717.30,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
95291,7,5,641,4,9313,2014-01-23,123086.00,18462.90,141548.90,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
95591,4,5,642,4,534,2014-01-24,444426.00,66663.90,511089.90,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
95594,7,5,643,4,2044,2014-01-24,122976.40,18446.46,141422.86,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
96030,4,5,644,4,1727,2014-01-27,445116.00,66767.40,511883.40,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
96033,7,5,645,4,1864,2014-01-27,123793.60,18569.04,142362.64,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
96035,7,5,646,4,1086,2014-01-27,340.00,51.00,391.00,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
96036,4,7,NULL,4,NULL,2014-01-27,0.00,0.00,-2552848.20,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
96037,7,7,NULL,4,NULL,2014-01-27,0.00,0.00,-700851.86,0.00,2014-01-27,1,17,2014-01-27 09:00:00.0000000
96405,4,5,647,4,200,2014-01-28,447036.00,67055.40,514091.40,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
96408,7,5,648,4,8808,2014-01-28,128065.60,19209.84,147275.44,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
96705,4,5,649,4,5564,2014-01-29,447840.00,67176.00,515016.00,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
96708,7,5,650,4,7719,2014-01-29,127648.80,19147.32,146796.12,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97142,4,5,651,4,7456,2014-01-30,449076.00,67361.40,516437.40,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97145,7,5,652,4,2056,2014-01-30,129162.40,19374.36,148536.76,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97350,4,5,653,4,4877,2014-01-31,450336.00,67550.40,517886.40,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97353,7,5,654,4,9731,2014-01-31,131454.80,19718.22,151173.02,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97892,4,5,655,4,3853,2014-02-03,455298.00,68294.70,523592.70,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97895,7,5,656,4,4634,2014-02-03,131844.40,19776.66,151621.06,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97898,4,5,657,4,3489,2014-02-03,1032.00,154.80,1186.80,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97900,7,5,658,4,7995,2014-02-03,115.20,17.28,132.48,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97901,4,7,NULL,4,NULL,2014-02-03,0.00,0.00,-2588210.70,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
97902,7,7,NULL,4,NULL,2014-02-03,0.00,0.00,-745534.88,0.00,2014-02-03,1,6,2014-02-03 09:00:00.0000000
98166,4,5,659,4,4721,2014-02-04,456366.00,68454.90,524820.90,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
98169,7,5,660,4,515,2014-02-04,131323.60,19698.54,151022.14,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
98390,4,5,661,4,2863,2014-02-05,456258.00,68438.70,524696.70,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
98393,7,5,662,4,5207,2014-02-05,130906.80,19636.02,150542.82,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
98790,4,5,663,4,8723,2014-02-06,458046.00,68706.90,526752.90,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
98793,7,5,664,4,5813,2014-02-06,130758.80,19613.82,150372.62,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
99266,4,5,665,4,9208,2014-02-07,462654.00,69398.10,532052.10,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
99269,7,5,666,4,627,2014-02-07,132234.00,19835.10,152069.10,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
99794,4,5,667,4,6496,2014-02-10,461778.00,69266.70,531044.70,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
99797,7,5,668,4,2908,2014-02-10,131817.20,19772.58,151589.78,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
99801,4,5,669,4,8666,2014-02-10,2532.00,379.80,2911.80,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
99804,7,5,670,4,9905,2014-02-10,1173.60,176.04,1349.64,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
99805,4,7,NULL,4,NULL,2014-02-10,0.00,0.00,-2642279.10,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
99806,7,7,NULL,4,NULL,2014-02-10,0.00,0.00,-756946.10,0.00,2014-02-10,1,12,2014-02-10 09:00:00.0000000
100046,4,5,671,4,8778,2014-02-11,466236.00,69935.40,536171.40,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
100049,7,5,672,4,4919,2014-02-11,133084.00,19962.60,153046.60,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
100324,4,5,673,4,8102,2014-02-12,469434.00,70415.10,539849.10,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
100327,7,5,674,4,6228,2014-02-12,132705.60,19905.84,152611.44,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
100691,4,5,675,4,7634,2014-02-13,468738.00,70310.70,539048.70,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
100694,7,5,676,4,791,2014-02-13,133352.80,20002.92,153355.72,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
101148,4,5,677,4,1945,2014-02-14,472044.00,70806.60,542850.60,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
101151,7,5,678,4,8564,2014-02-14,133204.80,19980.72,153185.52,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
101476,4,5,679,4,3879,2014-02-17,472128.00,70819.20,542947.20,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
101479,7,5,680,4,7029,2014-02-17,132903.20,19935.48,152838.68,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
101483,4,5,681,4,3556,2014-02-17,2202.00,330.30,2532.30,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
101484,4,7,NULL,4,NULL,2014-02-17,0.00,0.00,-2703399.30,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
101485,7,7,NULL,4,NULL,2014-02-17,0.00,0.00,-765037.96,0.00,2014-02-17,1,13,2014-02-17 09:00:00.0000000
101739,4,5,682,4,2431,2014-02-18,476058.00,71408.70,547466.70,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
101742,7,5,683,4,8710,2014-02-18,133676.40,20051.46,153727.86,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
102082,4,5,684,4,8930,2014-02-19,479046.00,71856.90,550902.90,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
102085,7,5,685,4,380,2014-02-19,135096.80,20264.52,155361.32,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
102275,4,5,686,4,9688,2014-02-20,479262.00,71889.30,551151.30,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
102278,7,5,687,4,5673,2014-02-20,134756.80,20213.52,154970.32,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
102660,4,5,688,4,8562,2014-02-21,480132.00,72019.80,552151.80,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
102663,7,5,689,4,7774,2014-02-21,137778.40,20666.76,158445.16,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
103269,4,5,690,4,9074,2014-02-24,479658.00,71948.70,551606.70,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
103272,7,5,691,4,3054,2014-02-24,139895.20,20984.28,160879.48,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
103276,4,5,692,4,6065,2014-02-24,1752.00,262.80,2014.80,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
103278,7,5,693,4,5593,2014-02-24,1020.00,153.00,1173.00,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
103279,4,7,NULL,4,NULL,2014-02-24,0.00,0.00,-2755294.20,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
103280,7,7,NULL,4,NULL,2014-02-24,0.00,0.00,-784557.14,0.00,2014-02-24,1,4,2014-02-24 09:00:00.0000000
103458,4,5,694,4,5569,2014-02-25,480156.00,72023.40,552179.40,0.00,2014-03-03,1,16,2014-03-03 09:00:00.0000000
103461,7,5,695,4,3472,2014-02-25,140575.20,21086.28,161661.48,0.00,2014-03-03,1,16,2014-03-03 09:00:00.0000000
103834,4,5,696,4,1935,2014-02-26,480300.00,72045.00,552345.00,0.00,2014-03-03,1,16,2014-03-03 09:00:00.0000000
103837,7,5,697,4,7776,2014-02-26,142906.00,21435.90,164341.90,0.00,2014-03-03,1,16,2014-03-03 09:00:00.0000000
