StockItemID,StockItemName,SupplierID,ColorID,UnitPackageID,OuterPackageID,Brand,Size,LeadTimeDays,QuantityPerOuter,IsChillerStock,Barcode,TaxRate,UnitPrice,RecommendedRetailPrice,TypicalWeightPerUnit,MarketingComments,InternalComments,Photo,CustomFields,Tags,SearchDetails,LastEditedBy,ValidFrom,ValidTo
77,"""The Gu"" red shirt XML tag t-shirt (White) XXS",4,35,7,6,NULL,XXS,7,12,0,NULL,15,18,26.91,0.25,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) XXS ",1,00:00.0,###############################################################################################################################################################################################################################################################
78,"""The Gu"" red shirt XML tag t-shirt (White) XS",4,35,7,6,NULL,XS,7,12,0,NULL,15,18,26.91,0.25,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) XS ",1,00:00.0,###############################################################################################################################################################################################################################################################
79,"""The Gu"" red shirt XML tag t-shirt (White) S",4,35,7,6,NULL,S,7,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) S ",1,00:00.0,###############################################################################################################################################################################################################################################################
80,"""The Gu"" red shirt XML tag t-shirt (White) M",4,35,7,6,NULL,M,7,12,0,NULL,15,18,26.91,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Teens/Young Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) M ",1,00:00.0,###############################################################################################################################################################################################################################################################
81,"""The Gu"" red shirt XML tag t-shirt (White) L",4,35,7,6,NULL,L,7,12,0,NULL,15,18,26.91,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) L ",1,00:00.0,###############################################################################################################################################################################################################################################################
82,"""The Gu"" red shirt XML tag t-shirt (White) XL",4,35,7,6,NULL,XL,7,12,0,NULL,15,18,26.91,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
83,"""The Gu"" red shirt XML tag t-shirt (White) XXL",4,35,7,6,NULL,XXL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) XXL ",1,00:00.0,###############################################################################################################################################################################################################################################################
84,"""The Gu"" red shirt XML tag t-shirt (White) 3XL",4,35,7,6,NULL,3XL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) 3XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
85,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",4,35,7,6,NULL,4XL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) 4XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
86,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",4,35,7,6,NULL,5XL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) 5XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
87,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",4,35,7,6,NULL,6XL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) 6XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
88,"""The Gu"" red shirt XML tag t-shirt (White) 7XL",4,35,7,6,NULL,7XL,7,12,0,NULL,15,18,26.91,0.45,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (White) 7XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
89,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",4,3,7,6,NULL,3XS,7,12,0,NULL,15,18,26.91,0.25,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) 3XS ",1,00:00.0,###############################################################################################################################################################################################################################################################
90,"""The Gu"" red shirt XML tag t-shirt (Black) XXS",4,3,7,6,NULL,XXS,7,12,0,NULL,15,18,26.91,0.25,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) XXS ",1,00:00.0,###############################################################################################################################################################################################################################################################
91,"""The Gu"" red shirt XML tag t-shirt (Black) XS",4,3,7,6,NULL,XS,7,12,0,NULL,15,18,26.91,0.25,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) XS ",1,00:00.0,###############################################################################################################################################################################################################################################################
92,"""The Gu"" red shirt XML tag t-shirt (Black) S",4,3,7,6,NULL,S,7,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) S ",1,00:00.0,###############################################################################################################################################################################################################################################################
93,"""The Gu"" red shirt XML tag t-shirt (Black) M",4,3,7,6,NULL,M,7,12,0,NULL,15,18,26.91,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Teens/Young Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) M ",1,00:00.0,###############################################################################################################################################################################################################################################################
94,"""The Gu"" red shirt XML tag t-shirt (Black) L",4,3,7,6,NULL,L,7,12,0,NULL,15,18,26.91,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) L ",1,00:00.0,###############################################################################################################################################################################################################################################################
95,"""The Gu"" red shirt XML tag t-shirt (Black) XL",4,3,7,6,NULL,XL,7,12,0,NULL,15,18,26.91,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
96,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",4,3,7,6,NULL,XXL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) XXL ",1,00:00.0,###############################################################################################################################################################################################################################################################
97,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",4,3,7,6,NULL,3XL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) 3XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
98,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",4,3,7,6,NULL,4XL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) 4XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
99,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",4,3,7,6,NULL,5XL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) 5XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
100,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",4,3,7,6,NULL,6XL,7,12,0,NULL,15,18,26.91,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) 6XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
101,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",4,3,7,6,NULL,7XL,7,12,0,NULL,15,18,26.91,0.45,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],"""The Gu"" red shirt XML tag t-shirt (Black) 7XL ",1,00:00.0,###############################################################################################################################################################################################################################################################
102,Alien officer hoodie (Black) XL,4,3,7,7,NULL,XL,12,1,0,NULL,15,35,52.33,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Alien officer hoodie (Black) XL ,1,00:00.0,###############################################################################################################################################################################################################################################################
103,Alien officer hoodie (Black) XXL,4,3,7,7,NULL,XXL,12,1,0,NULL,15,35,52.33,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Alien officer hoodie (Black) XXL ,1,00:00.0,###############################################################################################################################################################################################################################################################
104,Alien officer hoodie (Black) 3XL,4,3,7,7,NULL,3XL,12,1,0,NULL,15,35,52.33,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Alien officer hoodie (Black) 3XL ,1,00:00.0,###############################################################################################################################################################################################################################################################
105,Alien officer hoodie (Black) 4XL,4,3,7,7,NULL,4XL,12,1,0,NULL,15,35,52.33,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Alien officer hoodie (Black) 4XL ,1,00:00.0,###############################################################################################################################################################################################################################################################
106,Alien officer hoodie (Black) 5XL,4,3,7,7,NULL,5XL,12,1,0,NULL,15,35,52.33,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Alien officer hoodie (Black) 5XL ,1,00:00.0,###############################################################################################################################################################################################################################################################
107,Superhero action jacket (Blue) 3XS,4,4,7,7,NULL,3XS,12,1,0,NULL,15,25,37.38,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],Superhero action jacket (Blue) 3XS ,1,00:00.0,###############################################################################################################################################################################################################################################################
108,Superhero action jacket (Blue) XXS,4,4,7,7,NULL,XXS,12,1,0,NULL,15,25,37.38,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],Superhero action jacket (Blue) XXS ,1,00:00.0,###############################################################################################################################################################################################################################################################
109,Superhero action jacket (Blue) XS,4,4,7,7,NULL,XS,12,1,0,NULL,15,25,37.38,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],Superhero action jacket (Blue) XS ,1,00:00.0,###############################################################################################################################################################################################################################################################
110,Superhero action jacket (Blue) S,4,4,7,7,NULL,S,12,1,0,NULL,15,25,37.38,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],Superhero action jacket (Blue) S ,1,00:00.0,###############################################################################################################################################################################################################################################################
111,Superhero action jacket (Blue) M,4,4,7,7,NULL,M,12,1,0,NULL,15,30,44.85,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Teens/Young Adult"" }",[],Superhero action jacket (Blue) M ,1,00:00.0,###############################################################################################################################################################################################################################################################
112,Superhero action jacket (Blue) L,4,4,7,7,NULL,L,12,1,0,NULL,15,30,44.85,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Superhero action jacket (Blue) L ,1,00:00.0,###############################################################################################################################################################################################################################################################
113,Superhero action jacket (Blue) XL,4,4,7,7,NULL,XL,12,1,0,NULL,15,30,44.85,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Superhero action jacket (Blue) XL ,1,00:00.0,###############################################################################################################################################################################################################################################################
114,Superhero action jacket (Blue) XXL,4,4,7,7,NULL,XXL,12,1,0,NULL,15,30,44.85,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Superhero action jacket (Blue) XXL ,1,00:00.0,###############################################################################################################################################################################################################################################################
115,Superhero action jacket (Blue) 3XL,4,4,7,7,NULL,3XL,12,1,0,NULL,15,34,50.83,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Superhero action jacket (Blue) 3XL ,1,00:00.0,###############################################################################################################################################################################################################################################################
116,Superhero action jacket (Blue) 4XL,4,4,7,7,NULL,4XL,12,1,0,NULL,15,34,50.83,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Superhero action jacket (Blue) 4XL ,1,00:00.0,###############################################################################################################################################################################################################################################################
117,Superhero action jacket (Blue) 5XL,4,4,7,7,NULL,5XL,12,1,0,NULL,15,34,50.83,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Superhero action jacket (Blue) 5XL ,1,00:00.0,###############################################################################################################################################################################################################################################################
118,Dinosaur battery-powered slippers (Green) S,4,NULL,7,7,NULL,S,12,1,0,NULL,15,32,47.84,0.35,Realistic sound of undergrowth being trampled while walking,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Children"" }","[""Comfortable"",""Long Battery Life""]",Dinosaur battery-powered slippers (Green) S Realistic sound of undergrowth being trampled while walking,1,08:00.0,###############################################################################################################################################################################################################################################################
119,Dinosaur battery-powered slippers (Green) M,4,NULL,7,7,NULL,M,12,1,0,NULL,15,32,47.84,0.35,Realistic sound of undergrowth being trampled while walking,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Teens/Young Adult"" }","[""Comfortable"",""Long Battery Life""]",Dinosaur battery-powered slippers (Green) M Realistic sound of undergrowth being trampled while walking,1,08:00.0,###############################################################################################################################################################################################################################################################
120,Dinosaur battery-powered slippers (Green) L,4,NULL,7,7,NULL,L,12,1,0,NULL,15,32,47.84,0.35,Realistic sound of undergrowth being trampled while walking,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Dinosaur battery-powered slippers (Green) L Realistic sound of undergrowth being trampled while walking,1,08:00.0,###############################################################################################################################################################################################################################################################
121,Dinosaur battery-powered slippers (Green) XL,4,NULL,7,7,NULL,XL,12,1,0,NULL,15,32,47.84,0.4,Realistic sound of undergrowth being trampled while walking,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Dinosaur battery-powered slippers (Green) XL Realistic sound of undergrowth being trampled while walking,1,08:00.0,###############################################################################################################################################################################################################################################################
122,Ogre battery-powered slippers (Green) S,4,NULL,7,7,NULL,S,12,1,0,NULL,15,32,47.84,0.35,Realistic heavy walking sound,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Children"" }","[""Comfortable"",""Long Battery Life""]",Ogre battery-powered slippers (Green) S Realistic heavy walking sound,1,08:00.0,###############################################################################################################################################################################################################################################################
123,Ogre battery-powered slippers (Green) M,4,NULL,7,7,NULL,M,12,1,0,NULL,15,32,47.84,0.35,Realistic heavy walking sound,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Teens/Young Adult"" }","[""Comfortable"",""Long Battery Life""]",Ogre battery-powered slippers (Green) M Realistic heavy walking sound,1,08:00.0,###############################################################################################################################################################################################################################################################
124,Ogre battery-powered slippers (Green) L,4,NULL,7,7,NULL,L,12,1,0,NULL,15,32,47.84,0.35,Realistic heavy walking sound,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Ogre battery-powered slippers (Green) L Realistic heavy walking sound,1,08:00.0,###############################################################################################################################################################################################################################################################
125,Ogre battery-powered slippers (Green) XL,4,NULL,7,7,NULL,XL,12,1,0,NULL,15,32,47.84,0.4,Realistic heavy walking sound,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Ogre battery-powered slippers (Green) XL Realistic heavy walking sound,1,08:00.0,###############################################################################################################################################################################################################################################################
126,Plush shark slippers (Gray) S,4,12,7,7,NULL,S,12,1,0,NULL,15,32,47.84,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Children"" }","[""Comfortable"",""Long Battery Life""]",Plush shark slippers (Gray) S ,1,08:00.0,###############################################################################################################################################################################################################################################################
127,Plush shark slippers (Gray) M,4,12,7,7,NULL,M,12,1,0,NULL,15,32,47.84,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Teens/Young Adult"" }","[""Comfortable"",""Long Battery Life""]",Plush shark slippers (Gray) M ,1,08:00.0,###############################################################################################################################################################################################################################################################
128,Plush shark slippers (Gray) L,4,12,7,7,NULL,L,12,1,0,NULL,15,32,47.84,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Plush shark slippers (Gray) L ,1,08:00.0,###############################################################################################################################################################################################################################################################
129,Plush shark slippers (Gray) XL,4,12,7,7,NULL,XL,12,1,0,NULL,15,32,47.84,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Plush shark slippers (Gray) XL ,1,08:00.0,###############################################################################################################################################################################################################################################################
130,Furry gorilla with big eyes slippers (Black) S,4,3,7,7,NULL,S,12,1,0,NULL,15,32,47.84,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Children"" }","[""Comfortable"",""Long Battery Life""]",Furry gorilla with big eyes slippers (Black) S ,1,08:00.0,###############################################################################################################################################################################################################################################################
131,Furry gorilla with big eyes slippers (Black) M,4,3,7,7,NULL,M,12,1,0,NULL,15,32,47.84,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Teens/Young Adult"" }","[""Comfortable"",""Long Battery Life""]",Furry gorilla with big eyes slippers (Black) M ,1,08:00.0,###############################################################################################################################################################################################################################################################
132,Furry gorilla with big eyes slippers (Black) L,4,3,7,7,NULL,L,12,1,0,NULL,15,32,47.84,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Furry gorilla with big eyes slippers (Black) L ,1,08:00.0,###############################################################################################################################################################################################################################################################
133,Furry gorilla with big eyes slippers (Black) XL,4,3,7,7,NULL,XL,12,1,0,NULL,15,32,47.84,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Furry gorilla with big eyes slippers (Black) XL ,1,08:00.0,###############################################################################################################################################################################################################################################################
134,Animal with big feet slippers (Brown) S,4,NULL,7,7,NULL,S,12,1,0,NULL,15,32,47.84,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Children"" }","[""Comfortable"",""Long Battery Life""]",Animal with big feet slippers (Brown) S ,1,08:00.0,###############################################################################################################################################################################################################################################################
135,Animal with big feet slippers (Brown) M,4,NULL,7,7,NULL,M,12,1,0,NULL,15,32,47.84,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Teens/Young Adult"" }","[""Comfortable"",""Long Battery Life""]",Animal with big feet slippers (Brown) M ,1,08:00.0,###############################################################################################################################################################################################################################################################
136,Animal with big feet slippers (Brown) L,4,NULL,7,7,NULL,L,12,1,0,NULL,15,32,47.84,0.35,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Animal with big feet slippers (Brown) L ,1,08:00.0,###############################################################################################################################################################################################################################################################
137,Animal with big feet slippers (Brown) XL,4,NULL,7,7,NULL,XL,12,1,0,NULL,15,32,47.84,0.4,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Comfortable"",""Long Battery Life""], ""Range"": ""Adult"" }","[""Comfortable"",""Long Battery Life""]",Animal with big feet slippers (Brown) XL ,1,08:00.0,###############################################################################################################################################################################################################################################################
138,Furry animal socks (Pink) S,4,NULL,10,9,NULL,S,12,12,0,NULL,15,5,7.48,0.1,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Children"" }",[],Furry animal socks (Pink) S ,1,00:00.0,###############################################################################################################################################################################################################################################################
139,Furry animal socks (Pink) M,4,NULL,10,9,NULL,M,12,12,0,NULL,15,5,7.48,0.1,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Teens/Young Adult"" }",[],Furry animal socks (Pink) M ,1,00:00.0,###############################################################################################################################################################################################################################################################
140,Furry animal socks (Pink) L,4,NULL,10,9,NULL,L,12,12,0,NULL,15,5,7.48,0.1,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Furry animal socks (Pink) L ,1,00:00.0,###############################################################################################################################################################################################################################################################
141,Furry animal socks (Pink) XL,4,NULL,10,9,NULL,XL,12,12,0,NULL,15,5,7.48,0.1,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [], ""Range"": ""Adult"" }",[],Furry animal socks (Pink) XL ,1,00:00.0,###############################################################################################################################################################################################################################################################
142,Halloween zombie mask (Light Brown) S,4,18,7,6,NULL,S,12,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Halloween Fun""], ""Range"": ""Children"" }","[""Halloween Fun""]",Halloween zombie mask (Light Brown) S ,1,04:00.0,###############################################################################################################################################################################################################################################################
143,Halloween zombie mask (Light Brown) M,4,18,7,6,NULL,M,12,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Halloween Fun""], ""Range"": ""Teens/Young Adult"" }","[""Halloween Fun""]",Halloween zombie mask (Light Brown) M ,1,04:00.0,###############################################################################################################################################################################################################################################################
144,Halloween zombie mask (Light Brown) L,4,18,7,6,NULL,L,12,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Halloween Fun""], ""Range"": ""Adult"" }","[""Halloween Fun""]",Halloween zombie mask (Light Brown) L ,1,04:00.0,###############################################################################################################################################################################################################################################################
145,Halloween zombie mask (Light Brown) XL,4,18,7,6,NULL,XL,12,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Halloween Fun""], ""Range"": ""Adult"" }","[""Halloween Fun""]",Halloween zombie mask (Light Brown) XL ,1,04:00.0,###############################################################################################################################################################################################################################################################
146,Halloween skull mask (Gray) S,4,12,7,6,NULL,S,12,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Halloween Fun""], ""Range"": ""Children"" }","[""Halloween Fun""]",Halloween skull mask (Gray) S ,1,04:00.0,###############################################################################################################################################################################################################################################################
147,Halloween skull mask (Gray) M,4,12,7,6,NULL,M,12,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Halloween Fun""], ""Range"": ""Teens/Young Adult"" }","[""Halloween Fun""]",Halloween skull mask (Gray) M ,1,04:00.0,###############################################################################################################################################################################################################################################################
148,Halloween skull mask (Gray) L,4,12,7,6,NULL,L,12,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Halloween Fun""], ""Range"": ""Adult"" }","[""Halloween Fun""]",Halloween skull mask (Gray) L ,1,04:00.0,###############################################################################################################################################################################################################################################################
149,Halloween skull mask (Gray) XL,4,12,7,6,NULL,XL,12,12,0,NULL,15,18,26.91,0.3,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Halloween Fun""], ""Range"": ""Adult"" }","[""Halloween Fun""]",Halloween skull mask (Gray) XL ,1,04:00.0,###############################################################################################################################################################################################################################################################
150,Pack of 12 action figures (variety),2,NULL,9,9,NULL,NULL,2,1,0,NULL,15,16,23.92,0.25,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Super Value""] }","[""Super Value""]",Pack of 12 action figures (variety) ,1,05:00.0,###############################################################################################################################################################################################################################################################
151,Pack of 12 action figures (male),2,NULL,9,9,NULL,NULL,2,1,0,NULL,15,16,23.92,0.25,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Super Value""] }","[""Super Value""]",Pack of 12 action figures (male) ,1,05:00.0,###############################################################################################################################################################################################################################################################
152,Pack of 12 action figures (female),2,NULL,9,9,NULL,NULL,2,1,0,NULL,15,16,23.92,0.25,NULL,NULL,NULL,"{ ""CountryOfManufacture"": ""China"", ""Tags"": [""Super Value""] }","[""Super Value""]",Pack of 12 action figures (female) ,1,05:00.0,###############################################################################################################################################################################################################################################################
